AVGACURATE,LIGHTVEH,AVGSPEED,LONGVEH,REC_TIME,HUGEVEH,MIDVEH,AVGHEADDIST,MINIVEH,AVGFLOW
1.5,538,109.8,686,"22-9月 -18 12.00.00.000000000 上午",472,687,0,4546,6929
1.9,620,105.3,789,"25-9月 -18 12.00.00.000000000 上午",513,802,0,4225,6949
1.8,510,101.2,594,"30-9月 -18 12.00.00.000000000 上午",465,631,0,4484,6684
1.2,245,104.3,358,"01-10月-18 12.00.00.000000000 上午",234,307,0,3524,4668
2.1,202,99,286,"03-10月-18 12.00.00.000000000 上午",226,314,0,2838,3866
11.3,685,53.4,2349,"05-10月-18 12.00.00.000000000 上午",1341,767,0,5378,10520
21.2,1422,51,5876,"06-10月-18 12.00.00.000000000 上午",1542,1522,0,10489,20851
2.2,287,82,309,"22-10月-18 12.00.00.000000000 上午",236,401,0,2586,3819
4.5,544,73.8,1204,"24-10月-18 12.00.00.000000000 上午",479,596,0,3617,6440
13.2,1129,60.6,3614,"27-10月-18 12.00.00.000000000 上午",1188,1221,0,10234,17386
0.8,17,79.9,27,"02-11月-18 12.00.00.000000000 上午",24,36,0,1063,1167
1.5,383,87.1,334,"07-11月-18 12.00.00.000000000 上午",306,474,0,2908,4405
10.5,593,70.9,1979,"07-12月-18 12.00.00.000000000 上午",612,601,0,5536,9321
22,2319,49.1,7726,"12-12月-18 12.00.00.000000000 上午",2555,2814,0,22363,37777
15.6,323,57,1615,"26-12月-18 12.00.00.000000000 上午",376,395,0,4037,6746
5,136,77.4,520,"28-12月-18 12.00.00.000000000 上午",381,148,0,2949,4134
3.2,897,100.1,1179,"07-1月 -19 12.00.00.000000000 上午",658,1129,0,6456,10319
2.1,134,78.4,117,"10-1月 -19 12.00.00.000000000 上午",131,173,0,942,1497
2.2,348,88.3,320,"12-1月 -19 12.00.00.000000000 上午",259,492,0,2557,3976
0.7,2,85,11,"16-1月 -19 12.00.00.000000000 上午",14,19,0,5339,5385
2.3,172,71.6,286,"26-1月 -19 12.00.00.000000000 上午",159,234,0,2898,3749
6.1,94,56.1,224,"12-3月 -19 12.00.00.000000000 上午",86,145,0,442,991
1.1,161,66.3,138,"19-3月 -19 12.00.00.000000000 上午",137,204,0,637,1277
1.9,489,90.8,516,"21-3月 -19 12.00.00.000000000 上午",373,759,0,1876,4013
1.8,417,85.5,377,"03-4月 -19 12.00.00.000000000 上午",278,562,0,1402,3036
0.2,9,30.3,11,"03-5月 -19 12.00.00.000000000 上午",12,19,0,38,89
1,56,63,75,"06-5月 -19 12.00.00.000000000 上午",47,84,0,183,445
1.9,588,97.4,566,"15-5月 -19 12.00.00.000000000 上午",465,782,0,2518,4919
1.4,400,101.8,372,"18-5月 -19 12.00.00.000000000 上午",314,561,0,1778,3425
1,203,97.3,191,"08-6月 -19 12.00.00.000000000 上午",171,277,0,794,1636
1.3,262,88.9,133,"13-6月 -19 12.00.00.000000000 上午",135,296,0,956,1782
1.8,377,95.9,450,"18-6月 -19 12.00.00.000000000 上午",328,554,0,1530,3239
1.9,409,95.8,416,"21-6月 -19 12.00.00.000000000 上午",333,544,0,1529,3231
0.9,277,56.3,144,"26-6月 -19 12.00.00.000000000 上午",170,351,0,777,1719
1.2,294,96.1,228,"06-7月 -19 12.00.00.000000000 上午",261,474,0,1064,2321
1.6,481,90.9,340,"10-7月 -19 12.00.00.000000000 上午",270,629,0,1670,3390
1.4,364,93.7,262,"16-7月 -19 12.00.00.000000000 上午",225,498,0,1244,2593
1.6,275,94,222,"17-7月 -19 12.00.00.000000000 上午",206,431,0,1287,2421
1.5,338,92.2,214,"19-7月 -19 12.00.00.000000000 上午",211,435,0,1177,2375
1,174,96,116,"03-8月 -19 12.00.00.000000000 上午",129,257,0,683,1359
1.1,150,96.3,91,"13-8月 -19 12.00.00.000000000 上午",88,207,0,826,1362
1.2,190,95.1,135,"29-8月 -19 12.00.00.000000000 上午",113,302,0,814,1554
0.8,110,95.3,50,"01-9月 -19 12.00.00.000000000 上午",85,184,0,430,859
1,123,85.3,60,"05-9月 -19 12.00.00.000000000 上午",89,181,0,420,873
1.6,170,88.6,85,"07-9月 -19 12.00.00.000000000 上午",89,181,0,673,1198
1.3,124,97.4,146,"10-9月 -19 12.00.00.000000000 上午",97,206,0,693,1266
2.2,85,89,97,"18-9月 -19 12.00.00.000000000 上午",52,120,0,400,754
18.1,1276,54.6,5184,"12-7月 -18 12.00.00.000000000 上午",1268,1525,0,11291,20544
1.7,678,98.9,613,"19-7月 -18 12.00.00.000000000 上午",437,825,0,5852,8405
1.8,906,107.8,845,"09-8月 -18 12.00.00.000000000 上午",625,1002,0,8114,11492
1.9,826,106,903,"13-8月 -18 12.00.00.000000000 上午",620,1050,0,7581,10980
1.6,732,106.5,657,"17-8月 -18 12.00.00.000000000 上午",534,858,0,6610,9391
1.6,581,101.6,554,"23-8月 -18 12.00.00.000000000 上午",456,758,0,4837,7186
3.2,842,98.1,691,"31-8月 -18 12.00.00.000000000 上午",498,859,0,5983,8873
2.6,639,103.6,748,"13-9月 -18 12.00.00.000000000 上午",447,744,0,4799,7377
1.9,339,106.8,319,"17-9月 -18 12.00.00.000000000 上午",251,397,0,2814,4120
0.9,244,111.3,321,"24-9月 -18 12.00.00.000000000 上午",214,313,0,2453,3545
1.8,450,97.7,531,"29-9月 -18 12.00.00.000000000 上午",409,584,0,3021,4995
12.2,1282,60.9,3345,"14-10月-18 12.00.00.000000000 上午",1514,1520,0,8814,16475
26,1765,41,8021,"13-6月 -18 12.00.00.000000000 上午",2018,1981,0,18300,32085
20.8,2780,49.1,7825,"14-6月 -18 12.00.00.000000000 上午",2793,3273,0,22856,39527
24,2194,40.2,7471,"15-6月 -18 12.00.00.000000000 上午",2381,2606,0,22170,36822
14.4,1386,41.8,4703,"16-6月 -18 12.00.00.000000000 上午",1625,1697,0,11698,21109
12.2,1031,43.1,4265,"17-6月 -18 12.00.00.000000000 上午",1083,1229,0,8282,15890
7.4,731,50.9,2342,"18-6月 -18 12.00.00.000000000 上午",660,924,0,5589,10246
23.3,2240,54.4,8128,"19-6月 -18 12.00.00.000000000 上午",2138,2613,0,18374,33493
22.4,2415,53.2,8246,"20-6月 -18 12.00.00.000000000 上午",2259,2802,0,18685,34407
21.3,2156,51.8,7037,"21-6月 -18 12.00.00.000000000 上午",1947,2368,0,17517,31025
20.6,2194,52.9,7876,"22-6月 -18 12.00.00.000000000 上午",1963,2586,0,15498,30117
12.4,526,37.5,2977,"23-6月 -18 12.00.00.000000000 上午",821,685,0,5493,10502
6.3,423,32.2,1275,"24-6月 -18 12.00.00.000000000 上午",330,425,0,3496,5949
11.7,1177,41.4,3774,"25-6月 -18 12.00.00.000000000 上午",1096,1329,0,9785,17161
12.6,670,53.3,2383,"26-6月 -18 12.00.00.000000000 上午",919,759,0,6241,10972
6,192,56.5,889,"27-6月 -18 12.00.00.000000000 上午",224,216,0,1493,3014
7.6,528,59,2026,"28-6月 -18 12.00.00.000000000 上午",565,699,0,4941,8759
11.8,944,38.2,3613,"29-6月 -18 12.00.00.000000000 上午",811,1099,0,6351,12818
16.2,1447,31,5112,"30-6月 -18 12.00.00.000000000 上午",1485,1772,0,13092,22908
8.6,934,36.2,2438,"01-7月 -18 12.00.00.000000000 上午",796,1100,0,5968,11236
11.2,989,31.4,3059,"02-7月 -18 12.00.00.000000000 上午",974,1120,0,7280,13422
0,0,0,0,"03-7月 -18 12.00.00.000000000 上午",0,0,0,0,0
8.3,1048,24.9,3144,"04-7月 -18 12.00.00.000000000 上午",897,1225,0,9069,15383
13.9,716,34.6,2709,"05-7月 -18 12.00.00.000000000 上午",1015,787,0,8020,13247
19.6,1286,48.9,4981,"06-7月 -18 12.00.00.000000000 上午",2052,1581,0,12186,22086
23,1659,43.7,6914,"07-7月 -18 12.00.00.000000000 上午",2379,2167,0,15824,28943
17.2,1475,52.1,4854,"08-7月 -18 12.00.00.000000000 上午",1506,1608,0,9422,18865
17.4,1439,38.9,4945,"09-7月 -18 12.00.00.000000000 上午",1450,1611,0,12858,22303
16.6,953,27.4,3836,"10-7月 -18 12.00.00.000000000 上午",1079,1141,0,9087,16096
1.7,817,103.9,569,"14-7月 -18 12.00.00.000000000 上午",520,896,0,6524,9326
1.6,615,102.2,621,"21-7月 -18 12.00.00.000000000 上午",421,726,0,6588,8971
2.2,668,102.9,695,"28-7月 -18 12.00.00.000000000 上午",457,706,0,6607,9133
2.2,927,104.3,928,"06-8月 -18 12.00.00.000000000 上午",646,1071,0,8324,11896
1.9,621,101.1,586,"08-9月 -18 12.00.00.000000000 上午",437,738,0,5238,7620
1.8,645,106,880,"12-9月 -18 12.00.00.000000000 上午",526,778,0,5283,8112
1.2,408,111.5,520,"23-9月 -18 12.00.00.000000000 上午",365,508,0,4044,5845
7.9,641,73.7,2359,"04-11月-18 12.00.00.000000000 上午",680,861,0,5714,10255
1.1,214,82,203,"09-11月-18 12.00.00.000000000 上午",145,219,0,1744,2525
1.7,214,85.6,265,"13-11月-18 12.00.00.000000000 上午",166,311,0,1892,2848
2.6,313,85.3,272,"21-11月-18 12.00.00.000000000 上午",199,363,0,2281,3428
3.4,549,85.8,756,"04-12月-18 12.00.00.000000000 上午",466,796,0,3518,6085
22.5,1436,39.5,5620,"15-12月-18 12.00.00.000000000 上午",2457,1879,0,13030,24422
1.8,269,87.3,401,"05-1月 -19 12.00.00.000000000 上午",262,349,0,2035,3316
2.6,1066,104.4,1173,"08-1月 -19 12.00.00.000000000 上午",765,1285,0,8023,12312
1.2,178,82.9,220,"11-1月 -19 12.00.00.000000000 上午",135,254,0,2274,3061
3.6,211,74.1,695,"21-1月 -19 12.00.00.000000000 上午",240,246,0,4617,6009
1,147,51.1,161,"02-2月 -19 12.00.00.000000000 上午",143,161,0,1650,2262
9.4,210,60.9,1091,"10-2月 -19 12.00.00.000000000 上午",338,260,0,3732,5631
19.7,1129,50.2,5509,"11-2月 -19 12.00.00.000000000 上午",1363,1206,0,10712,19919
11.7,586,61.9,2389,"13-2月 -19 12.00.00.000000000 上午",708,751,0,5660,10094
1.1,150,77.6,124,"23-2月 -19 12.00.00.000000000 上午",110,214,0,916,1514
8.6,486,63.9,1572,"06-3月 -19 12.00.00.000000000 上午",512,542,0,3118,6230
2.2,560,92.3,650,"25-3月 -19 12.00.00.000000000 上午",450,812,0,2119,4591
0.6,117,39,142,"28-3月 -19 12.00.00.000000000 上午",80,176,0,472,987
0,0,0,0,"30-3月 -19 12.00.00.000000000 上午",0,0,0,0,0
1.9,462,96,505,"30-4月 -19 12.00.00.000000000 上午",370,703,0,2286,4326
1.7,429,95.7,409,"31-5月 -19 12.00.00.000000000 上午",311,684,0,1580,3413
1.4,249,95,231,"12-6月 -19 12.00.00.000000000 上午",174,343,0,1024,2021
1.2,280,95.3,176,"29-6月 -19 12.00.00.000000000 上午",218,411,0,952,2037
1.5,334,90.4,255,"01-7月 -19 12.00.00.000000000 上午",249,428,0,1283,2549
10.2,762,34.5,1445,"30-7月 -17 12.00.00.000000000 上午",481,910,0,4303,7901
11.9,1119,54.2,2235,"31-7月 -17 12.00.00.000000000 上午",772,1353,0,6043,11522
16.3,1154,44,2222,"01-8月 -17 12.00.00.000000000 上午",755,1245,0,7622,12998
12.1,559,26.6,1302,"02-8月 -17 12.00.00.000000000 上午",388,634,0,3684,6567
9.1,370,16.7,801,"03-8月 -17 12.00.00.000000000 上午",264,400,0,2487,4322
7.8,387,17.6,849,"04-8月 -17 12.00.00.000000000 上午",298,444,0,2386,4364
10.1,611,25.5,1257,"05-8月 -17 12.00.00.000000000 上午",447,739,0,4006,7060
15.4,901,35.8,1722,"06-8月 -17 12.00.00.000000000 上午",632,1067,0,6094,10416
18.5,1192,39.6,2264,"07-8月 -17 12.00.00.000000000 上午",789,1314,0,8555,14114
18.3,1502,48.7,2662,"08-8月 -17 12.00.00.000000000 上午",958,1715,0,10508,17345
17.3,1136,43.2,2270,"09-8月 -17 12.00.00.000000000 上午",772,1333,0,8089,13600
15.3,1123,44.3,2214,"10-8月 -17 12.00.00.000000000 上午",787,1269,0,6974,12367
18.2,1183,39,2163,"11-8月 -17 12.00.00.000000000 上午",823,1387,0,8814,14370
16.9,1079,40.8,2127,"12-8月 -17 12.00.00.000000000 上午",774,1318,0,8167,13465
16.4,1367,48.1,2539,"13-8月 -17 12.00.00.000000000 上午",1001,1537,0,8851,15295
14.3,1299,52.5,2418,"14-8月 -17 12.00.00.000000000 上午",893,1599,0,8066,14275
18,1136,42.6,2210,"15-8月 -17 12.00.00.000000000 上午",747,1331,0,8332,13756
12.1,801,34.9,1719,"16-8月 -17 12.00.00.000000000 上午",564,919,0,5268,9271
12.4,710,33,1475,"17-8月 -17 12.00.00.000000000 上午",497,881,0,4446,8009
8,628,32.4,1260,"18-8月 -17 12.00.00.000000000 上午",444,742,0,3444,6518
8.8,687,32,1322,"19-8月 -17 12.00.00.000000000 上午",441,743,0,3517,6710
7.6,734,37.6,1467,"20-8月 -17 12.00.00.000000000 上午",500,863,0,3319,6883
9.9,705,33.6,1486,"21-8月 -17 12.00.00.000000000 上午",467,831,0,4409,7898
6.5,681,29.2,1156,"22-8月 -17 12.00.00.000000000 上午",413,737,0,3165,6152
21.1,1672,42.6,2942,"23-8月 -17 12.00.00.000000000 上午",1100,1958,0,13451,21123
12.2,799,28.6,1514,"24-8月 -17 12.00.00.000000000 上午",542,962,0,5959,9776
4.6,244,15.8,599,"25-8月 -17 12.00.00.000000000 上午",174,277,0,1512,2806
12.2,556,21.7,1222,"26-8月 -17 12.00.00.000000000 上午",409,685,0,4502,7374
21.8,1027,30.2,2001,"27-8月 -17 12.00.00.000000000 上午",676,1116,0,10312,15132
10.6,213,10.9,534,"28-8月 -17 12.00.00.000000000 上午",176,226,0,1857,3006
7.4,459,20.8,977,"29-8月 -17 12.00.00.000000000 上午",353,627,0,2962,5378
9.6,427,20,963,"30-8月 -17 12.00.00.000000000 上午",294,460,0,2891,5035
6.5,39,10,148,"31-8月 -17 12.00.00.000000000 上午",36,62,0,251,536
11.1,876,32.1,1626,"01-9月 -17 12.00.00.000000000 上午",632,1041,0,5631,9806
13,872,27.4,1505,"02-9月 -17 12.00.00.000000000 上午",566,970,0,5957,9870
21.4,1065,33.4,2108,"03-9月 -17 12.00.00.000000000 上午",693,1289,0,10088,15243
10.3,285,15.7,694,"04-9月 -17 12.00.00.000000000 上午",244,352,0,2716,4291
6.1,308,16.3,684,"05-9月 -17 12.00.00.000000000 上午",249,367,0,2129,3737
6.8,314,16.1,700,"06-9月 -17 12.00.00.000000000 上午",242,362,0,2147,3765
3.7,303,23.9,735,"07-9月 -17 12.00.00.000000000 上午",253,417,0,1581,3289
4,307,14.2,555,"08-9月 -17 12.00.00.000000000 上午",218,365,0,2148,3593
4.8,827,50.4,1072,"09-9月 -17 12.00.00.000000000 上午",467,931,0,4866,8163
1.9,211,12.6,415,"10-9月 -17 12.00.00.000000000 上午",124,266,0,1274,2290
4.8,626,39.6,995,"11-9月 -17 12.00.00.000000000 上午",390,756,0,3703,6470
3.5,432,31,807,"12-9月 -17 12.00.00.000000000 上午",328,494,0,1780,3841
3.5,348,28.3,727,"13-9月 -17 12.00.00.000000000 上午",292,466,0,1678,3511
3.3,410,33.2,807,"14-9月 -17 12.00.00.000000000 上午",260,500,0,1825,3802
2.3,290,31,648,"15-9月 -17 12.00.00.000000000 上午",227,387,0,1172,2724
3.2,424,32.9,846,"16-9月 -17 12.00.00.000000000 上午",329,474,0,1700,3773
3.3,249,18.8,472,"17-9月 -17 12.00.00.000000000 上午",159,294,0,874,2048
0.2,26,3.9,69,"18-9月 -17 12.00.00.000000000 上午",26,31,0,69,221
3.4,456,24.8,661,"19-9月 -17 12.00.00.000000000 上午",281,505,0,2662,4565
1.3,129,11.2,284,"20-9月 -17 12.00.00.000000000 上午",105,164,0,507,1189
18,748,45.8,3587,"11-7月 -18 12.00.00.000000000 上午",1253,933,0,6462,12983
3.9,1324,85.2,1449,"13-7月 -18 12.00.00.000000000 上午",876,1557,0,10021,15227
2.1,998,101.9,834,"18-7月 -18 12.00.00.000000000 上午",566,1021,0,6663,10082
20.8,1483,60.6,6485,"24-7月 -18 12.00.00.000000000 上午",1349,1706,0,11193,22216
5.1,246,30.4,967,"25-7月 -18 12.00.00.000000000 上午",190,276,0,2420,4099
1.8,412,95.3,359,"29-7月 -18 12.00.00.000000000 上午",249,420,0,5066,6506
9.1,444,78.9,1564,"31-7月 -18 12.00.00.000000000 上午",432,527,0,4418,7385
45.5,0,41.1,7265,"11-7月 -20 12.00.00.000000000 上午",0,2769,0,34429,44463
38.1,0,26.7,2228,"03-8月 -20 12.00.00.000000000 上午",0,804,0,10100,13132
38.8,0,28.5,1956,"05-8月 -20 12.00.00.000000000 上午",0,691,0,9732,12379
42.5,0,18.5,1420,"04-8月 -20 12.00.00.000000000 上午",0,519,0,7733,9672
39.9,0,33.4,2967,"12-8月 -20 12.00.00.000000000 上午",0,1151,0,14591,18709
46.9,0,42.1,4774,"11-8月 -20 12.00.00.000000000 上午",0,1894,0,27024,33692
32.9,0,33.7,2429,"13-8月 -20 12.00.00.000000000 上午",0,899,0,11886,15214
35.5,0,35.9,3806,"14-8月 -20 12.00.00.000000000 上午",0,1356,0,18552,23714
35.3,0,29.6,2175,"18-8月 -20 12.00.00.000000000 上午",0,758,0,11017,13950
38.3,0,29.6,2370,"16-8月 -20 12.00.00.000000000 上午",0,906,0,12721,15997
37.4,0,40,4311,"15-8月 -20 12.00.00.000000000 上午",0,1658,0,21559,27528
33.3,0,34.3,2378,"17-8月 -20 12.00.00.000000000 上午",0,815,0,9748,12941
36.7,0,54.6,6194,"26-8月 -20 12.00.00.000000000 上午",0,2429,0,30553,39176
33,0,31.8,2735,"21-8月 -20 12.00.00.000000000 上午",0,1011,0,14117,17863
39.7,0,43.1,3897,"19-8月 -20 12.00.00.000000000 上午",0,1624,0,22041,27562
31.6,0,33.9,2306,"20-8月 -20 12.00.00.000000000 上午",0,835,0,11539,14680
34.6,0,28.6,2111,"22-8月 -20 12.00.00.000000000 上午",0,764,0,10306,13181
33.5,0,47.3,4093,"23-8月 -20 12.00.00.000000000 上午",0,1625,0,20784,26502
41,0,48.6,5656,"24-8月 -20 12.00.00.000000000 上午",0,2324,0,32294,40274
40.9,0,49.8,5812,"25-8月 -20 12.00.00.000000000 上午",0,2438,0,31521,39771
42.4,0,24.5,2049,"30-8月 -20 12.00.00.000000000 上午",0,680,0,9413,12142
39,0,38.4,3666,"27-8月 -20 12.00.00.000000000 上午",0,1441,0,19432,24539
37.7,0,39.8,3327,"28-8月 -20 12.00.00.000000000 上午",0,1188,0,16171,20686
41.8,0,34.6,3068,"29-8月 -20 12.00.00.000000000 上午",0,1130,0,16727,20925
36.8,0,39.6,3481,"31-8月 -20 12.00.00.000000000 上午",0,1340,0,15899,20720
30.8,0,41.9,2676,"01-9月 -20 12.00.00.000000000 上午",0,952,0,11094,14722
38,0,25.7,2011,"19-9月 -20 12.00.00.000000000 上午",0,781,0,11471,14263
44,0,25.8,2215,"21-9月 -20 12.00.00.000000000 上午",0,904,0,13568,16687
44.3,0,20.3,1709,"18-9月 -20 12.00.00.000000000 上午",0,616,0,10070,12395
37.2,0,16.6,1101,"20-9月 -20 12.00.00.000000000 上午",0,384,0,5960,7445
47.2,0,24.4,2616,"27-9月 -20 12.00.00.000000000 上午",0,915,0,15798,19329
44.9,0,15.9,1358,"29-9月 -20 12.00.00.000000000 上午",0,471,0,7135,8964
44.8,0,20.4,1934,"01-10月-20 12.00.00.000000000 上午",0,725,0,11893,14552
44.2,0,17.6,1666,"02-10月-20 12.00.00.000000000 上午",0,578,0,10340,12584
41,0,19.6,1546,"03-10月-20 12.00.00.000000000 上午",0,554,0,10004,12104
59.2,0,20.3,2754,"07-10月-20 12.00.00.000000000 上午",0,1058,0,20686,24498
53.2,0,27.2,3149,"08-10月-20 12.00.00.000000000 上午",0,1194,0,22284,26627
38.5,0,14,1077,"05-10月-20 12.00.00.000000000 上午",0,359,0,5679,7115
40.3,0,21.4,1807,"30-9月 -20 12.00.00.000000000 上午",0,649,0,10607,13063
41.7,0,19.7,1530,"04-10月-20 12.00.00.000000000 上午",0,544,0,9621,11695
41.4,0,14.9,1319,"28-9月 -20 12.00.00.000000000 上午",0,469,0,7397,9185
52.7,0,14.7,1811,"06-10月-20 12.00.00.000000000 上午",0,619,0,13237,15667
12.3,0,84.6,1223,"26-10月-20 12.00.00.000000000 上午",0,964,0,6329,8516
9.9,0,86.8,1273,"31-10月-20 12.00.00.000000000 上午",0,1022,0,6786,9081
13.1,0,81.8,1956,"30-10月-20 12.00.00.000000000 上午",0,1457,0,9407,12820
10.8,0,84.8,1669,"29-10月-20 12.00.00.000000000 上午",0,1206,0,7984,10859
9.6,0,82.8,1506,"01-11月-20 12.00.00.000000000 上午",0,935,0,6411,8852
8.9,0,85.2,1346,"27-10月-20 12.00.00.000000000 上午",0,1206,0,7374,9926
10,0,83.3,1123,"28-10月-20 12.00.00.000000000 上午",0,919,0,6469,8511
9.5,0,84.1,1316,"04-11月-20 12.00.00.000000000 上午",0,979,0,6056,8351
18,0,83.4,4351,"09-11月-20 12.00.00.000000000 上午",0,2660,0,17467,24478
12,0,85.1,2953,"02-11月-20 12.00.00.000000000 上午",0,2334,0,13497,18784
12.9,0,84.6,1817,"11-11月-20 12.00.00.000000000 上午",0,1136,0,8103,11056
14,0,86.9,2995,"03-11月-20 12.00.00.000000000 上午",0,2312,0,14885,20192
9.3,0,79.5,1933,"05-11月-20 12.00.00.000000000 上午",0,1363,0,8569,11865
10.3,0,89,1675,"06-11月-20 12.00.00.000000000 上午",0,1107,0,7865,10647
12.4,0,89.1,2657,"07-11月-20 12.00.00.000000000 上午",0,1767,0,11495,15919
19.5,0,84.9,5134,"08-11月-20 12.00.00.000000000 上午",0,3243,0,20125,28502
12.9,0,83.6,1943,"10-11月-20 12.00.00.000000000 上午",0,1207,0,8781,11931
46.2,0,35.6,5417,"23-7月 -20 12.00.00.000000000 上午",0,2241,0,29208,36866
49.3,0,36.9,5564,"24-7月 -20 12.00.00.000000000 上午",0,2300,0,30880,38744
43.8,0,47.9,6998,"26-7月 -20 12.00.00.000000000 上午",0,2988,0,37192,47178
40.8,0,51.5,6585,"25-7月 -20 12.00.00.000000000 上午",0,2687,0,33783,43055
44.5,0,25.6,2427,"26-9月 -20 12.00.00.000000000 上午",0,887,0,15567,18881
44.8,0,25.6,2407,"25-9月 -20 12.00.00.000000000 上午",0,878,0,14172,17457
45.4,0,45.4,7032,"27-7月 -20 12.00.00.000000000 上午",0,2925,0,35892,45849
48.6,0,38.8,6034,"28-7月 -20 12.00.00.000000000 上午",0,2457,0,32083,40574
32.8,0,32.8,2878,"07-8月 -20 12.00.00.000000000 上午",0,1115,0,13697,17690
36.6,0,43.1,4681,"09-8月 -20 12.00.00.000000000 上午",0,1889,0,23665,30235
38.4,0,25.5,2174,"06-8月 -20 12.00.00.000000000 上午",0,752,0,10706,13632
33.7,0,41.9,3632,"08-8月 -20 12.00.00.000000000 上午",0,1563,0,17985,23180
37.3,0,52.8,4951,"10-8月 -20 12.00.00.000000000 上午",0,2012,0,24759,31722
31.1,0,29,1768,"05-9月 -20 12.00.00.000000000 上午",0,621,0,7481,9870
36,0,33,2821,"06-9月 -20 12.00.00.000000000 上午",0,1072,0,15404,19297
39,0,33.5,2956,"07-9月 -20 12.00.00.000000000 上午",0,1094,0,14360,18410
37.9,0,28.2,2052,"08-9月 -20 12.00.00.000000000 上午",0,767,0,9707,12526
37.4,0,37.6,2710,"02-9月 -20 12.00.00.000000000 上午",0,1083,0,14105,17898
34.9,0,34.9,2918,"04-9月 -20 12.00.00.000000000 上午",0,1052,0,13937,17907
37.7,0,20.5,1695,"09-9月 -20 12.00.00.000000000 上午",0,635,0,8088,10418
36,0,33.3,2637,"03-9月 -20 12.00.00.000000000 上午",0,1039,0,13167,16843
58,0,20.2,1270,"09-10月-20 12.00.00.000000000 上午",0,449,0,9910,11629
47.5,0,38.7,6251,"17-7月 -20 12.00.00.000000000 上午",0,2633,0,32789,41673
43,0,45.5,7195,"18-7月 -20 12.00.00.000000000 上午",0,2803,0,35857,45855
44.2,0,44.7,7140,"19-7月 -20 12.00.00.000000000 上午",0,2784,0,36758,46682
47.2,0,28.7,3520,"22-7月 -20 12.00.00.000000000 上午",0,1432,0,19880,24832
42.2,0,45.7,8059,"09-7月 -20 12.00.00.000000000 上午",0,3103,0,37785,48947
39.8,0,53.3,8246,"06-7月 -20 12.00.00.000000000 上午",0,3202,0,36988,48436
37.2,0,54.8,7890,"05-7月 -20 12.00.00.000000000 上午",0,3035,0,34178,45103
43.2,0,44.9,5977,"14-7月 -20 12.00.00.000000000 上午",0,2428,0,32531,40936
39.2,0,38.2,3605,"31-7月 -20 12.00.00.000000000 上午",0,1322,0,18420,23347
41.1,0,29.4,2902,"02-8月 -20 12.00.00.000000000 上午",0,1075,0,15133,19110
48.2,0,25.3,2418,"29-7月 -20 12.00.00.000000000 上午",0,894,0,14551,17863
43.4,0,23.5,2507,"30-7月 -20 12.00.00.000000000 上午",0,989,0,15386,18882
46.5,0,29.5,2855,"01-8月 -20 12.00.00.000000000 上午",0,1073,0,15810,19738
38.2,0,26.2,1974,"13-9月 -20 12.00.00.000000000 上午",0,681,0,9703,12358
38.3,0,27.2,2669,"16-9月 -20 12.00.00.000000000 上午",0,1031,0,14321,18021
41.8,0,25.2,2103,"17-9月 -20 12.00.00.000000000 上午",0,750,0,12522,15375
37.2,0,28.1,2209,"10-9月 -20 12.00.00.000000000 上午",0,885,0,12952,16046
39.8,0,17.3,1250,"15-9月 -20 12.00.00.000000000 上午",0,405,0,6246,7901
37.8,0,36.2,2876,"11-9月 -20 12.00.00.000000000 上午",0,1116,0,16134,20126
40.2,0,32.3,2724,"12-9月 -20 12.00.00.000000000 上午",0,945,0,13414,17083
36.5,0,27.8,2218,"14-9月 -20 12.00.00.000000000 上午",0,861,0,11537,14616
36.3,0,62.7,5725,"24-6月 -20 12.00.00.000000000 上午",0,2267,0,22740,30732
35.4,0,66.6,10711,"25-6月 -20 12.00.00.000000000 上午",0,4168,0,41981,56860
36.2,0,64,10304,"26-6月 -20 12.00.00.000000000 上午",0,4003,0,41847,56154
33.7,0,68.6,10133,"27-6月 -20 12.00.00.000000000 上午",0,4183,0,42742,57058
36,0,65.5,9225,"28-6月 -20 12.00.00.000000000 上午",0,3617,0,37656,50498
43,0,24.7,2202,"22-9月 -20 12.00.00.000000000 上午",0,830,0,13021,16053
36.9,0,32,2708,"23-9月 -20 12.00.00.000000000 上午",0,1034,0,13103,16845
44.1,0,22.2,2045,"24-9月 -20 12.00.00.000000000 上午",0,693,0,11897,14635
1.6,641,102.4,586,"22-8月 -18 12.00.00.000000000 上午",450,792,0,5275,7744
1.4,583,104.5,604,"24-8月 -18 12.00.00.000000000 上午",469,732,0,5179,7567
1.4,688,101.5,450,"28-8月 -18 12.00.00.000000000 上午",336,689,0,4752,6915
1.6,635,105.7,757,"05-9月 -18 12.00.00.000000000 上午",478,783,0,4725,7378
1.3,449,105.7,448,"09-9月 -18 12.00.00.000000000 上午",339,600,0,3919,5755
2.2,697,100.9,947,"19-9月 -18 12.00.00.000000000 上午",592,840,0,4883,7959
6.8,909,71.8,1632,"11-10月-18 12.00.00.000000000 上午",1046,1008,0,6195,10790
8.3,453,66.8,1596,"13-10月-18 12.00.00.000000000 上午",444,584,0,3545,6622
3.3,411,87.5,446,"18-10月-18 12.00.00.000000000 上午",329,402,0,2437,4025
10.4,788,60.3,2869,"25-10月-18 12.00.00.000000000 上午",638,898,0,6434,11627
14.7,0,83.6,2074,"12-11月-20 12.00.00.000000000 上午",0,1320,0,9496,12890
